e_y_nm,sigmay_nm,nx,ny,nz,nm,seed,L,solver
1,0.7004,512,2048,128,1391638,5,7.948767,3d
1,0.7004,512,2048,128,1391638,6,7.943457,3d
1,0.7004,512,2048,128,1391638,7,7.921882,3d
1,0.7004,512,2048,128,1391638,8,7.891577,3d
1,0.7004,512,2048,128,1391638,9,7.921253,3d
1,0.7004,512,2048,128,1391638,10,7.939793,3d
2,0.9905,512,1024,128,446211,1,5.270587,3d
2,0.9905,512,1024,128,446211,2,5.206251,3d
2,0.9905,512,1024,128,446211,3,5.239047,3d
2,0.9905,512,1024,128,446211,4,5.228433,3d
2,0.9905,512,1024,128,446211,5,5.246041,3d
2,0.9905,512,1024,128,446211,6,5.166281,3d
2,0.9905,512,1024,128,446211,7,5.209823,3d
2,0.9905,512,1024,128,446211,8,5.205579,3d
2,0.9905,512,1024,128,446211,9,5.195635,3d
2,0.9905,512,1024,128,446211,10,5.197274,3d
4,1.4008,512,1024,128,142808,1,3.336246,3d
4,1.4008,512,1024,128,142808,2,3.410255,3d
4,1.4008,512,1024,128,142808,3,3.391479,3d
4,1.4008,512,1024,128,142808,4,3.450511,3d
4,1.4008,512,1024,128,142808,5,3.365587,3d
4,1.4008,512,1024,128,142808,6,3.339723,3d
4,1.4008,512,1024,128,142808,7,3.477772,3d
4,1.4008,512,1024,128,142808,8,3.391181,3d
4,1.4008,512,1024,128,142808,9,3.369036,3d
4,1.4008,512,1024,128,142808,10,3.355409,3d
8,1.9810,512,1024,128,45586,1,2.349726,3d
8,1.9810,512,1024,128,45586,2,2.308319,3d
8,1.9810,512,1024,128,45586,3,2.314462,3d
8,1.9810,512,1024,128,45586,4,2.248112,3d
8,1.9810,512,1024,128,45586,5,2.288151,3d
8,1.9810,512,1024,128,45586,6,2.292634,3d
8,1.9810,512,1024,128,45586,7,2.302139,3d
8,1.9810,512,1024,128,45586,8,2.346956,3d
8,1.9810,512,1024,128,45586,9,2.201117,3d
8,1.9810,512,1024,128,45586,10,2.202780,3d
0.5,0.4953,512,512,128,4334528,1,11.778478,3d
1,0.7004,512,512,128,1391638,1,7.913971,3d
2,0.9905,512,256,128,446211,1,5.185727,3d
4,1.4008,512,256,128,142808,1,3.295776,3d
8,1.9810,512,256,128,45586,1,2.329926,3d
